employee_id,department,level,hire_date,exit_date,exit_reason,annual_salary,status
1606,Product,IC1,2021-01-29,2023-05-01,Involuntary,81170,Exited
1170,Engineering,IC3,2024-11-16,,,151510,Active
1555,Product,IC2,2021-05-03,,,110902,Active
1141,Engineering,IC2,2023-01-04,,,104575,Active
1174,Engineering,IC3,2025-12-07,,,147776,Active
1007,Engineering,IC1,2023-03-16,,,90235,Active
1708,Finance,IC5,2020-07-09,2022-03-01,Involuntary,157525,Exited
1549,Product,Manager,2022-12-11,,,198726,Active
1718,Operations,Director,2021-04-28,,,163407,Active
1569,Product,IC4,2022-10-20,,,153209,Active
1074,Engineering,IC2,2023-10-10,,,115132,Active
1755,Operations,Director,2022-08-16,,,172010,Active
1515,Sales,IC1,2022-09-15,2023-01-01,Involuntary,64964,Exited
1239,Engineering,IC2,2021-04-30,2023-11-01,Voluntary,125033,Exited
1146,Engineering,Manager,2021-07-22,,,204309,Active
1874,Customer Success,IC5,2025-10-01,,,112677,Active
1235,Engineering,IC4,2022-02-03,2023-05-01,Involuntary,187644,Exited
1221,Engineering,IC3,2025-09-22,,,135449,Active
1215,Engineering,IC5,2024-11-28,,,200904,Active
1729,Operations,IC4,2021-11-06,,,104457,Active
1133,Engineering,IC1,2021-08-17,,,96200,Active
2063,Data,IC1,2022-07-18,2023-06-01,Voluntary,89905,Exited
1735,Operations,IC3,2024-09-08,,,88617,Active
1724,Operations,IC3,2022-01-04,,,87243,Active
1423,Sales,IC3,2023-04-01,,,117958,Active
1186,Engineering,IC3,2023-04-19,,,154332,Active
1042,Engineering,IC1,2025-10-24,,,95795,Active
1676,Finance,IC4,2025-10-01,,,113600,Active
1109,Engineering,IC2,2023-08-14,,,116504,Active
1759,Operations,IC4,2025-02-18,,,109303,Active
1057,Engineering,IC4,2025-04-07,,,189713,Active
1722,Operations,IC4,2022-03-13,,,106258,Active
2004,Data,IC3,2025-02-11,,,134911,Active
1802,Operations,IC4,2022-10-26,2024-05-01,Voluntary,109994,Exited
1484,Sales,Manager,2020-07-10,2023-04-01,Retirement,154695,Exited
1469,Sales,Manager,2022-03-10,2022-09-01,Voluntary,144774,Exited
1951,Customer Success,IC2,2021-12-14,2024-02-01,Voluntary,58721,Exited
1436,Sales,Director,2022-04-08,,,207077,Active
1025,Engineering,IC4,2022-12-22,,,166983,Active
1683,Finance,IC3,2024-08-20,,,106120,Active
1532,Sales,IC4,2022-12-07,2024-02-01,Retirement,124211,Exited
1906,Customer Success,IC3,2021-12-08,,,84934,Active
1968,Customer Success,IC2,2023-05-27,2023-12-01,Voluntary,69560,Exited
1766,Operations,IC2,2021-03-24,,,63003,Active
2022,Data,IC4,2023-01-19,,,180528,Active
2036,Data,IC3,2021-07-04,,,139053,Active
1339,Sales,IC4,2021-07-08,,,135192,Active
1052,Engineering,IC1,2026-02-16,,,90978,Active
1384,Sales,IC3,2021-09-24,,,120644,Active
1631,HR,IC4,2021-04-30,,,112238,Active
2014,Data,IC2,2022-05-22,,,122916,Active
1826,Operations,IC2,2022-08-14,2024-10-01,Voluntary,64174,Exited
2020,Data,IC3,2022-01-11,,,129593,Active
1265,Engineering,IC3,2020-06-06,2022-01-01,Voluntary,130770,Exited
2021,Data,IC1,2025-05-18,,,92322,Active
1754,Operations,IC3,2024-11-20,,,89015,Active
1445,Sales,Director,2023-12-14,,,210896,Active
1396,Sales,IC1,2023-10-16,,,73174,Active
1177,Engineering,IC1,2021-11-08,,,99911,Active
1019,Engineering,IC4,2025-02-02,,,161127,Active
1552,Product,IC2,2025-11-17,,,109405,Active
1630,HR,IC1,2023-02-08,,,60559,Active
1062,Engineering,IC4,2023-02-06,,,159387,Active
1273,Engineering,IC2,2021-04-03,2023-09-01,Voluntary,107597,Exited
2043,Data,IC2,2020-07-13,2023-05-01,Voluntary,115541,Exited
1279,Engineering,IC1,2021-07-10,2024-06-01,Voluntary,91125,Exited
1961,Customer Success,IC1,2020-09-29,2023-06-01,Retirement,52474,Exited
1369,Sales,IC3,2023-02-28,,,110688,Active
1988,Data,IC3,2022-10-19,,,148554,Active
1635,HR,Manager,2022-07-10,,,135756,Active
1603,Product,IC3,2022-10-22,,,142579,Active
1674,Finance,Manager,2023-07-01,,,154255,Active
1693,Finance,IC2,2023-06-20,,,90566,Active
1457,Sales,IC4,2022-09-29,,,126732,Active
1394,Sales,IC3,2024-06-10,,,103807,Active
1701,Finance,IC4,2022-05-12,,,118532,Active
1741,Operations,Manager,2025-12-18,,,117359,Active
1376,Sales,IC3,2022-02-24,,,110383,Active
1413,Sales,IC3,2024-03-07,,,102055,Active
1075,Engineering,Manager,2026-01-25,,,199585,Active
1972,Data,IC4,2023-01-13,,,159701,Active
1501,Sales,Manager,2020-07-18,2022-06-01,Retirement,151609,Exited
1619,Product,IC3,2021-12-19,2023-07-01,Voluntary,143986,Exited
1115,Engineering,IC4,2022-09-25,,,185766,Active
1418,Sales,IC2,2023-06-08,,,87753,Active
1090,Engineering,IC2,2022-11-19,,,113657,Active
2015,Data,IC3,2024-09-08,,,128454,Active
1957,Customer Success,IC1,2024-08-19,2024-12-01,Retirement,48581,Exited
1671,Finance,IC2,2023-07-30,,,87577,Active
1853,Customer Success,IC1,2023-02-27,,,56799,Active
1012,Engineering,IC5,2025-03-20,,,205714,Active
1397,Sales,IC3,2025-08-19,,,118356,Active
1589,Product,IC2,2021-06-09,,,102176,Active
1043,Engineering,IC3,2023-02-26,,,143064,Active
1168,Engineering,IC1,2025-05-31,,,90000,Active
1417,Sales,IC4,2025-05-26,,,137144,Active
1835,Operations,Manager,2022-01-04,2024-02-01,Voluntary,121616,Exited
1427,Sales,IC1,2023-01-03,,,69641,Active
1545,Product,IC3,2023-09-16,,,123473,Active
1973,Data,IC1,2023-11-23,,,87138,Active
2046,Data,Manager,2020-06-28,2023-06-01,Retirement,201831,Exited
1756,Operations,IC4,2023-09-09,,,108379,Active
1678,Finance,IC2,2025-12-28,,,88074,Active
1258,Engineering,IC4,2023-11-13,2024-08-01,Voluntary,183620,Exited
1336,Sales,IC1,2022-03-10,,,65596,Active
1016,Engineering,IC4,2026-01-27,,,173080,Active
1695,Finance,IC2,2021-11-07,,,84322,Active
1325,Engineering,IC4,2021-07-06,2023-04-01,Voluntary,174181,Exited
1837,Operations,IC3,2020-10-13,2023-05-01,Voluntary,83809,Exited
1223,Engineering,IC2,2024-06-19,,,120445,Active
1180,Engineering,IC3,2022-12-22,,,136019,Active
1100,Engineering,IC3,2024-06-08,,,155562,Active
1522,Sales,IC3,2023-07-11,2024-03-01,Voluntary,120472,Exited
1023,Engineering,IC2,2023-01-22,,,127533,Active
1357,Sales,IC5,2023-07-17,,,152871,Active
1738,Operations,IC5,2022-10-06,,,123424,Active
1952,Customer Success,IC2,2020-03-21,2022-12-01,Retirement,58247,Exited
2017,Data,IC2,2025-10-12,,,111472,Active
1341,Sales,Manager,2024-02-25,,,158131,Active
1432,Sales,IC3,2022-02-28,,,113011,Active
2044,Data,IC3,2022-04-18,2024-05-01,Voluntary,135932,Exited
1977,Data,IC1,2023-01-25,,,88781,Active
1204,Engineering,IC4,2025-12-07,,,167202,Active
1697,Finance,IC3,2022-04-14,,,99418,Active
1094,Engineering,IC3,2021-09-03,,,140095,Active
1617,Product,IC3,2021-03-03,2023-10-01,Voluntary,130046,Exited
1069,Engineering,IC4,2025-04-17,,,179523,Active
1715,Finance,IC3,2022-10-02,2024-12-01,Involuntary,98316,Exited
1285,Engineering,IC4,2021-08-19,2024-02-01,Voluntary,182351,Exited
1887,Customer Success,IC2,2024-10-03,,,57738,Active
1435,Sales,IC3,2022-02-15,,,117517,Active
1154,Engineering,IC1,2023-09-11,,,96759,Active
1076,Engineering,IC3,2022-05-02,,,140532,Active
1808,Operations,IC2,2022-09-28,2023-01-01,Voluntary,66010,Exited
1581,Product,IC1,2025-08-13,,,93484,Active
1447,Sales,IC1,2022-07-27,,,78231,Active
1189,Engineering,IC3,2021-11-30,,,134920,Active
1272,Engineering,IC2,2021-12-14,2023-08-01,Involuntary,114807,Exited
1237,Engineering,Manager,2021-07-19,2023-09-01,Voluntary,192974,Exited
1488,Sales,IC2,2023-04-17,2024-05-01,Voluntary,83884,Exited
1560,Product,IC3,2021-12-18,,,146327,Active
1118,Engineering,IC1,2023-12-10,,,99820,Active
1903,Customer Success,IC1,2021-07-17,,,52596,Active
1513,Sales,IC4,2023-03-13,2024-04-01,Retirement,138298,Exited
1924,Customer Success,IC4,2020-04-02,2022-08-01,Retirement,88237,Exited
1896,Customer Success,IC1,2021-06-04,,,54933,Active
1127,Engineering,IC5,2022-05-01,,,202563,Active
1117,Engineering,IC5,2024-07-10,,,225581,Active
1474,Sales,IC1,2022-07-22,2023-04-01,Voluntary,68631,Exited
1765,Operations,IC4,2023-06-02,,,104524,Active
1058,Engineering,IC4,2024-01-06,,,157699,Active
1604,Product,IC3,2024-10-17,,,131470,Active
1746,Operations,IC2,2023-06-19,,,70202,Active
2005,Data,IC3,2025-07-27,,,134071,Active
1370,Sales,IC4,2023-03-27,,,119715,Active
1269,Engineering,IC3,2022-03-08,2022-12-01,Involuntary,155093,Exited
1047,Engineering,IC4,2022-03-02,,,189752,Active
1350,Sales,IC4,2021-04-24,,,125671,Active
1196,Engineering,IC1,2023-06-25,,,102486,Active
1103,Engineering,IC1,2023-03-27,,,96889,Active
1923,Customer Success,IC2,2025-06-26,,,60417,Active
1878,Customer Success,IC5,2022-01-17,,,123481,Active
1763,Operations,IC3,2022-07-01,,,81817,Active
1814,Operations,IC2,2022-06-18,2024-10-01,Involuntary,72384,Exited
1264,Engineering,IC1,2023-06-20,2024-01-01,Voluntary,95704,Exited
1829,Operations,IC2,2023-05-20,2024-07-01,Involuntary,62383,Exited
1444,Sales,IC2,2021-05-23,,,94835,Active
1747,Operations,IC4,2023-09-15,,,101215,Active
1305,Engineering,IC4,2023-02-07,2023-10-01,Retirement,158954,Exited
1342,Sales,IC4,2024-10-23,,,121607,Active
1848,Customer Success,IC4,2024-02-16,,,90949,Active
1314,Engineering,IC3,2019-02-26,2022-02-01,Voluntary,152271,Exited
1150,Engineering,IC5,2025-09-12,,,222855,Active
1125,Engineering,IC4,2021-07-26,,,183228,Active
1868,Customer Success,IC3,2024-09-26,,,75946,Active
1908,Customer Success,IC2,2021-05-22,,,57814,Active
1051,Engineering,IC2,2023-07-28,,,112427,Active
1354,Sales,IC3,2021-12-10,,,120489,Active
2023,Data,IC1,2025-08-14,,,96102,Active
1143,Engineering,IC3,2025-09-30,,,136217,Active
1471,Sales,IC1,2019-08-03,2022-05-01,Involuntary,76983,Exited
1400,Sales,IC2,2021-08-19,,,86144,Active
1909,Customer Success,Manager,2022-09-26,,,116118,Active
1321,Engineering,IC3,2023-11-23,2024-03-01,Involuntary,141029,Exited
1020,Engineering,IC3,2023-03-29,,,132403,Active
1893,Customer Success,IC1,2023-09-11,,,48594,Active
1931,Customer Success,IC2,2020-07-18,2022-06-01,Retirement,69140,Exited
1911,Customer Success,IC3,2022-02-07,,,74579,Active
1408,Sales,IC3,2021-07-11,,,107119,Active
1538,Sales,IC3,2023-12-18,2024-03-01,Voluntary,101954,Exited
1686,Finance,IC3,2023-09-07,,,103204,Active
1039,Engineering,IC4,2025-07-27,,,173356,Active
1176,Engineering,IC3,2023-11-13,,,143329,Active
1246,Engineering,IC4,2019-11-15,2022-10-01,Retirement,183200,Exited
1916,Customer Success,IC3,2021-06-25,,,75703,Active
1928,Customer Success,IC3,2022-06-07,2023-11-01,Voluntary,79102,Exited
2037,Data,IC4,2021-10-15,,,162533,Active
1949,Customer Success,IC3,2022-05-15,2022-12-01,Voluntary,84023,Exited
1155,Engineering,IC1,2022-07-28,,,96851,Active
1639,HR,IC3,2022-12-18,,,98872,Active
1288,Engineering,Manager,2022-05-02,2024-02-01,Voluntary,193227,Exited
1626,HR,IC4,2023-04-02,,,104911,Active
1668,HR,IC3,2020-07-23,2022-11-01,Involuntary,95001,Exited
1570,Product,IC2,2021-04-12,,,115922,Active
1821,Operations,IC2,2023-03-24,2024-01-01,Retirement,67374,Exited
1018,Engineering,Director,2024-03-04,,,285200,Active
1128,Engineering,IC4,2023-11-19,,,160783,Active
1323,Engineering,IC4,2019-05-18,2022-04-01,Voluntary,185149,Exited
1256,Engineering,IC5,2022-11-05,2023-06-01,Voluntary,227865,Exited
1941,Customer Success,IC4,2024-05-10,2024-11-01,Voluntary,87405,Exited
2049,Data,IC2,2019-08-03,2022-04-01,Voluntary,115933,Exited
1191,Engineering,IC5,2025-01-08,,,211131,Active
1116,Engineering,IC3,2022-12-07,,,131007,Active
1884,Customer Success,IC1,2024-04-28,,,52846,Active
1607,Product,IC1,2021-07-15,2022-06-01,Voluntary,81470,Exited
1181,Engineering,Director,2022-10-04,,,284417,Active
1302,Engineering,Manager,2022-10-14,2024-09-01,Involuntary,190130,Exited
1838,Operations,Manager,2022-02-12,2024-06-01,Involuntary,116044,Exited
1788,Operations,IC3,2026-02-05,,,92710,Active
1800,Operations,Manager,2025-02-17,,,125566,Active
1757,Operations,IC1,2022-07-29,,,50773,Active
1733,Operations,IC4,2021-04-04,,,109192,Active
1518,Sales,Manager,2021-09-12,2022-03-01,Voluntary,139567,Exited
1373,Sales,IC2,2023-05-12,,,87795,Active
1046,Engineering,IC3,2022-07-04,,,138958,Active
2002,Data,IC1,2021-11-20,,,84198,Active
1158,Engineering,IC5,2024-02-29,,,227070,Active
2003,Data,IC1,2024-10-11,,,97033,Active
1172,Engineering,IC3,2025-05-06,,,140279,Active
1017,Engineering,IC3,2025-04-18,,,131826,Active
1512,Sales,IC4,2020-05-19,2022-09-01,Voluntary,119748,Exited
1049,Engineering,IC1,2023-03-16,,,86762,Active
1192,Engineering,IC1,2022-11-21,,,99061,Active
1929,Customer Success,IC1,2019-07-28,2022-04-01,Voluntary,56609,Exited
1516,Sales,IC1,2021-01-22,2022-10-01,Voluntary,71726,Exited
1880,Customer Success,IC4,2023-09-24,,,104638,Active
1758,Operations,IC5,2023-01-30,,,133937,Active
1481,Sales,IC3,2020-04-23,2022-09-01,Involuntary,100949,Exited
1284,Engineering,IC4,2022-01-15,2022-06-01,Voluntary,160718,Exited
1794,Operations,IC2,2021-04-14,,,70593,Active
1723,Operations,IC2,2024-08-06,,,70198,Active
1226,Engineering,IC4,2023-04-03,2024-11-01,Voluntary,186110,Exited
1027,Engineering,IC2,2024-02-01,,,126460,Active
1907,Customer Success,IC3,2022-08-29,,,79345,Active
1438,Sales,IC1,2025-12-05,,,71578,Active
2038,Data,Manager,2024-06-28,,,177220,Active
1365,Sales,IC3,2025-03-21,,,105539,Active
1230,Engineering,IC2,2022-07-31,2023-09-01,Voluntary,104681,Exited
1038,Engineering,Manager,2023-08-17,,,221980,Active
1670,Finance,IC3,2022-10-06,,,113969,Active
2050,Data,IC3,2021-11-22,2022-04-01,Retirement,145549,Exited
1375,Sales,IC5,2024-10-26,,,145613,Active
1470,Sales,IC1,2022-03-17,2024-09-01,Retirement,73504,Exited
2051,Data,IC3,2022-02-26,2024-11-01,Voluntary,150413,Exited
1688,Finance,IC3,2022-04-24,,,109660,Active
1940,Customer Success,IC4,2023-03-25,2024-06-01,Retirement,99655,Exited
2027,Data,IC1,2025-04-25,,,90608,Active
1803,Operations,IC3,2022-07-02,2024-10-01,Voluntary,77707,Exited
1195,Engineering,IC2,2025-02-22,,,112326,Active
1945,Customer Success,IC2,2021-12-06,2023-06-01,Voluntary,62976,Exited
1955,Customer Success,IC3,2021-03-26,2024-03-01,Retirement,84886,Exited
1504,Sales,IC4,2022-11-11,2023-09-01,Retirement,122472,Exited
2052,Data,IC4,2022-12-21,2024-03-01,Retirement,169353,Exited
1919,Customer Success,IC1,2022-12-11,,,50490,Active
1580,Product,IC2,2024-03-13,,,116197,Active
1161,Engineering,IC4,2023-08-18,,,184771,Active
1681,Finance,IC2,2023-12-04,,,84094,Active
1983,Data,IC2,2026-02-06,,,114108,Active
1163,Engineering,IC2,2023-01-13,,,109857,Active
1706,Finance,IC2,2025-04-19,,,82183,Active
1775,Operations,IC3,2022-01-18,,,90175,Active
1153,Engineering,IC1,2022-11-10,,,100201,Active
1753,Operations,IC2,2021-06-01,,,73411,Active
1950,Customer Success,IC5,2022-02-20,2023-05-01,Involuntary,123091,Exited
1834,Operations,IC2,2022-02-14,2022-08-01,Voluntary,65197,Exited
1112,Engineering,IC4,2022-05-25,,,162250,Active
1227,Engineering,IC3,2020-09-12,2022-07-01,Voluntary,144467,Exited
1760,Operations,IC3,2022-03-27,,,86209,Active
1104,Engineering,IC3,2023-11-04,,,157582,Active
1422,Sales,IC3,2025-02-08,,,113805,Active
1420,Sales,IC2,2021-12-12,,,92033,Active
1828,Operations,IC3,2020-06-11,2023-02-01,Voluntary,78931,Exited
1587,Product,IC1,2021-07-20,,,85331,Active
1862,Customer Success,IC3,2025-07-23,,,76176,Active
1673,Finance,IC1,2024-03-06,,,68474,Active
1120,Engineering,IC3,2021-09-06,,,149385,Active
1054,Engineering,IC1,2025-08-08,,,92307,Active
1152,Engineering,IC2,2022-02-03,,,126739,Active
1404,Sales,IC4,2023-10-13,,,118841,Active
2058,Data,IC1,2022-08-09,2023-11-01,Voluntary,97827,Exited
1208,Engineering,IC5,2023-11-08,,,228026,Active
1659,HR,IC2,2021-05-08,2022-05-01,Retirement,71658,Exited
1933,Customer Success,Manager,2019-10-06,2022-04-01,Voluntary,122432,Exited
1842,Operations,IC5,2019-10-26,2022-01-01,Involuntary,133809,Exited
1009,Engineering,IC2,2023-10-16,,,119108,Active
1891,Customer Success,IC5,2025-02-23,,,122577,Active
1037,Engineering,IC3,2024-03-27,,,134306,Active
1453,Sales,IC2,2023-11-05,,,93820,Active
1652,HR,IC2,2022-05-25,,,81928,Active
1254,Engineering,IC3,2022-05-18,2024-06-01,Involuntary,135246,Exited
1304,Engineering,IC3,2024-07-06,2024-10-01,Voluntary,145678,Exited
1824,Operations,IC2,2021-07-11,2024-01-01,Retirement,68716,Exited
1572,Product,IC3,2025-11-11,,,137162,Active
1624,Product,IC3,2022-05-08,2023-08-01,Voluntary,148015,Exited
1783,Operations,IC4,2023-07-21,,,101085,Active
1917,Customer Success,IC3,2022-06-18,,,85338,Active
1785,Operations,IC1,2025-02-08,,,58334,Active
1263,Engineering,IC3,2022-07-17,2023-11-01,Voluntary,133571,Exited
1611,Product,IC1,2020-08-30,2023-02-01,Voluntary,93699,Exited
1298,Engineering,IC2,2020-02-02,2022-11-01,Voluntary,121392,Exited
1415,Sales,IC3,2021-09-03,,,115301,Active
1151,Engineering,IC4,2024-11-30,,,160319,Active
1870,Customer Success,IC4,2025-09-19,,,97495,Active
1641,HR,IC4,2022-02-12,,,115905,Active
1981,Data,IC2,2024-01-26,,,103532,Active
1551,Product,IC2,2024-07-05,,,107097,Active
1873,Customer Success,IC4,2025-09-09,,,94294,Active
1489,Sales,IC3,2020-11-07,2023-01-01,Retirement,103824,Exited
1711,Finance,IC5,2020-05-15,2022-07-01,Voluntary,143219,Exited
1148,Engineering,IC3,2025-11-20,,,158825,Active
1147,Engineering,IC2,2021-07-12,,,118559,Active
1797,Operations,IC2,2023-08-02,,,72115,Active
1346,Sales,IC4,2025-09-28,,,132334,Active
1817,Operations,IC1,2023-05-07,2024-08-01,Involuntary,55941,Exited
1975,Data,IC2,2025-08-20,,,120726,Active
1660,HR,IC2,2021-02-04,2022-03-01,Voluntary,69350,Exited
1771,Operations,IC3,2025-07-22,,,80390,Active
1349,Sales,IC2,2021-03-28,,,93410,Active
1464,Sales,IC4,2020-05-03,2022-12-01,Involuntary,131123,Exited
1326,Engineering,IC3,2023-07-09,2024-06-01,Retirement,134050,Exited
1187,Engineering,IC2,2023-06-14,,,119825,Active
1124,Engineering,IC3,2022-06-11,,,151915,Active
1944,Customer Success,IC5,2023-02-08,2023-06-01,Voluntary,125893,Exited
1609,Product,IC4,2019-03-16,2022-01-01,Voluntary,164011,Exited
1144,Engineering,IC2,2023-06-30,,,106752,Active
1752,Operations,IC3,2021-06-12,,,91088,Active
2064,Data,IC2,2023-07-06,2024-09-01,Retirement,111089,Exited
1198,Engineering,IC3,2025-04-13,,,147917,Active
1610,Product,IC3,2023-05-31,2024-08-01,Voluntary,135180,Exited
1280,Engineering,IC2,2022-02-25,2023-07-01,Voluntary,123543,Exited
1294,Engineering,IC2,2022-01-10,2022-10-01,Voluntary,125425,Exited
1920,Customer Success,IC3,2023-09-22,,,80604,Active
1401,Sales,IC4,2023-07-07,,,142091,Active
1123,Engineering,Director,2021-04-04,,,289408,Active
1184,Engineering,Manager,2022-07-02,,,208479,Active
1203,Engineering,IC3,2023-02-23,,,151421,Active
1439,Sales,IC1,2022-02-25,,,65770,Active
1247,Engineering,IC3,2021-06-08,2022-08-01,Involuntary,156568,Exited
1416,Sales,IC1,2025-04-28,,,71985,Active
1913,Customer Success,IC4,2025-01-30,,,87714,Active
1845,Customer Success,IC2,2022-08-06,,,69406,Active
1999,Data,IC4,2022-01-24,,,172492,Active
1849,Customer Success,IC5,2021-10-10,,,123773,Active
1979,Data,IC2,2022-04-22,,,115609,Active
1130,Engineering,IC2,2023-08-16,,,113591,Active
1638,HR,IC3,2022-03-13,,,87249,Active
1403,Sales,IC2,2023-06-06,,,91844,Active
1866,Customer Success,IC2,2024-11-03,,,65218,Active
1852,Customer Success,IC2,2023-10-16,,,62957,Active
1736,Operations,IC2,2023-03-22,,,65468,Active
2006,Data,IC1,2022-07-18,,,81900,Active
1220,Engineering,IC1,2024-11-18,,,97926,Active
1642,HR,IC2,2025-01-01,,,77484,Active
2008,Data,IC1,2023-07-28,,,91733,Active
1890,Customer Success,Director,2024-07-13,,,143326,Active
1889,Customer Success,IC1,2024-12-02,,,50560,Active
2013,Data,IC3,2024-06-20,,,129864,Active
1625,Product,IC3,2022-12-26,2023-07-01,Voluntary,126872,Exited
1927,Customer Success,IC4,2020-02-29,2022-05-01,Voluntary,96600,Exited
2016,Data,Director,2025-08-09,,,270400,Active
1387,Sales,IC1,2022-04-16,,,66352,Active
2054,Data,IC5,2022-05-03,2023-05-01,Voluntary,197784,Exited
1807,Operations,IC3,2022-06-25,2022-10-01,Voluntary,80235,Exited
1510,Sales,IC3,2020-02-24,2022-02-01,Retirement,108147,Exited
1268,Engineering,IC3,2021-06-21,2023-01-01,Voluntary,135952,Exited
1904,Customer Success,IC1,2024-07-08,,,51653,Active
1442,Sales,IC3,2024-10-21,,,105363,Active
1497,Sales,IC5,2021-05-09,2022-08-01,Voluntary,162156,Exited
1830,Operations,IC4,2023-01-20,2024-01-01,Involuntary,95372,Exited
1113,Engineering,IC1,2022-05-14,,,97503,Active
1692,Finance,IC3,2024-05-21,,,101749,Active
1233,Engineering,IC2,2020-08-04,2022-04-01,Voluntary,107862,Exited
1960,Customer Success,IC3,2021-10-17,2023-03-01,Retirement,75848,Exited
1608,Product,IC4,2021-08-19,2023-05-01,Voluntary,150897,Exited
1672,Finance,IC4,2023-03-24,,,119957,Active
1374,Sales,IC1,2022-06-11,,,77357,Active
1827,Operations,IC2,2021-09-29,2022-08-01,Voluntary,73808,Exited
1664,HR,IC4,2021-10-10,2023-05-01,Retirement,114489,Exited
2012,Data,IC3,2022-08-27,,,132728,Active
1234,Engineering,IC2,2023-02-27,2024-11-01,Retirement,121506,Exited
1819,Operations,IC4,2022-02-13,2023-07-01,Voluntary,101848,Exited
1867,Customer Success,IC2,2021-12-06,,,63344,Active
1677,Finance,IC2,2021-11-12,,,84252,Active
1318,Engineering,IC4,2021-12-14,2023-09-01,Voluntary,176700,Exited
1649,HR,IC3,2024-06-10,,,101456,Active
1411,Sales,IC4,2025-11-05,,,129694,Active
1990,Data,IC2,2023-08-16,,,101352,Active
1710,Finance,IC4,2020-06-16,2022-01-01,Voluntary,130971,Exited
1359,Sales,IC1,2023-02-27,,,78118,Active
1259,Engineering,IC2,2022-05-18,2024-01-01,Voluntary,121873,Exited
1745,Operations,IC2,2023-08-30,,,70104,Active
1628,HR,Director,2021-07-01,,,164886,Active
1633,HR,IC2,2025-07-25,,,75742,Active
1283,Engineering,IC2,2020-06-12,2022-06-01,Voluntary,108424,Exited
1377,Sales,IC1,2025-08-28,,,77372,Active
1385,Sales,IC3,2021-07-05,,,100560,Active
1225,Engineering,IC2,2021-12-04,2024-05-01,Voluntary,109522,Exited
2042,Data,IC1,2022-08-13,2024-12-01,Voluntary,88075,Exited
2025,Data,IC3,2025-07-22,,,149798,Active
1473,Sales,Manager,2019-07-10,2022-03-01,Voluntary,139540,Exited
1348,Sales,IC3,2024-11-15,,,115703,Active
1506,Sales,Manager,2020-09-27,2023-08-01,Voluntary,146884,Exited
1640,HR,IC2,2024-10-25,,,78675,Active
2061,Data,IC1,2023-10-31,2024-06-01,Involuntary,96203,Exited
1798,Operations,IC2,2024-11-10,,,64140,Active
2024,Data,IC4,2025-10-30,,,161533,Active
1998,Data,IC4,2023-06-29,,,153944,Active
1620,Product,IC4,2021-11-06,2022-12-01,Voluntary,147479,Exited
1946,Customer Success,IC1,2019-08-24,2022-06-01,Voluntary,52865,Exited
1886,Customer Success,IC4,2025-10-03,,,94288,Active
1646,HR,IC4,2025-05-10,,,118106,Active
1936,Customer Success,IC2,2021-10-17,2022-03-01,Voluntary,70276,Exited
1557,Product,IC4,2024-06-15,,,148890,Active
1682,Finance,IC2,2023-11-12,,,80952,Active
1578,Product,IC2,2021-10-20,,,110026,Active
1796,Operations,IC4,2022-09-28,,,99458,Active
1086,Engineering,IC3,2023-05-20,,,142477,Active
1243,Engineering,IC1,2023-05-03,2024-07-01,Voluntary,94411,Exited
1699,Finance,IC3,2022-01-05,,,110331,Active
1965,Customer Success,IC4,2023-07-20,2024-07-01,Voluntary,96135,Exited
1160,Engineering,IC2,2023-03-02,,,123484,Active
1525,Sales,IC2,2020-08-18,2022-07-01,Voluntary,90577,Exited
1036,Engineering,IC4,2025-08-03,,,185998,Active
1541,Sales,IC2,2023-08-08,2024-09-01,Voluntary,87041,Exited
1171,Engineering,Director,2021-11-16,,,255024,Active
1655,HR,IC3,2025-02-06,,,97152,Active
1982,Data,IC1,2025-09-09,,,95261,Active
1948,Customer Success,IC1,2023-03-25,2024-03-01,Voluntary,47443,Exited
1937,Customer Success,IC4,2020-07-20,2022-09-01,Retirement,99610,Exited
1485,Sales,IC1,2022-03-16,2023-04-01,Voluntary,76391,Exited
1734,Operations,IC3,2021-06-18,,,79160,Active
1900,Customer Success,IC3,2025-01-09,,,77747,Active
1096,Engineering,IC3,2023-06-22,,,147548,Active
1564,Product,IC3,2025-05-20,,,131142,Active
1241,Engineering,IC4,2023-07-22,2023-11-01,Retirement,158050,Exited
1743,Operations,IC4,2023-06-04,,,96390,Active
1864,Customer Success,IC2,2023-09-02,,,62368,Active
1575,Product,IC5,2024-11-13,,,191871,Active
1691,Finance,IC4,2024-04-27,,,126376,Active
1461,Sales,IC1,2025-05-27,,,72830,Active
1892,Customer Success,IC1,2025-11-02,,,53650,Active
1554,Product,IC4,2022-11-26,,,158014,Active
1858,Customer Success,IC2,2025-04-16,,,69931,Active
1969,Customer Success,IC1,2021-07-01,2022-07-01,Involuntary,47835,Exited
1207,Engineering,Manager,2025-06-10,,,206051,Active
1393,Sales,IC1,2025-03-14,,,69195,Active
1795,Operations,IC2,2022-09-04,,,72936,Active
1871,Customer Success,IC4,2024-11-11,,,100935,Active
1398,Sales,IC5,2024-01-01,,,159294,Active
1767,Operations,IC3,2022-10-05,,,86077,Active
1938,Customer Success,IC3,2023-08-04,2023-11-01,Involuntary,75562,Exited
1218,Engineering,IC1,2024-01-02,,,99542,Active
1005,Engineering,IC2,2025-11-28,,,125481,Active
1769,Operations,IC3,2025-01-31,,,93341,Active
1643,HR,IC2,2025-05-28,,,70179,Active
